accepted_ministeps,converged,dt_days,iterations,pressure_max,pressure_min,step,step_elapsed_seconds,time_days,well_count
1,True,5.0,2,49329713.64677589,39036449.36204814,74,0.13228049999452196,981.0,2
1,True,5.0,2,49385573.41292308,39126353.44274605,75,0.13762560000031954,986.0,2
1,True,5.0,3,49441568.36915152,39212774.90990245,76,0.1940424999993411,991.0,2
1,True,5.0,2,49497680.65489057,39286820.693394095,77,0.14951529999962077,996.0,2
1,True,5.0,2,49553840.77633041,39358179.97559834,78,0.14685740000277292,1001.0,2
1,True,5.0,3,49605016.97261038,39429501.34921373,79,0.17310639999777777,1006.0,2
1,True,5.0,2,49651642.47928541,39497261.876830675,80,0.143399300002784,1011.0,2
1,True,5.0,2,49700113.412272386,39563196.528133325,81,0.13844519999838667,1016.0,2
1,True,5.0,3,49747227.557525314,39629001.41149202,82,0.3028554999982589,1021.0,2
1,True,5.0,2,49789411.597343326,39695680.456516005,83,0.14350459999695886,1026.0,2
1,True,5.0,2,49833787.307614334,39764788.23336337,84,0.15311949999886565,1031.0,2
1,True,5.0,2,49879274.7346294,39840818.17945754,85,0.15647809999791207,1036.0,2
1,True,5.0,2,49925278.02518711,39923878.89591438,86,0.13499600000068313,1041.0,2
1,True,5.0,2,49971485.009315096,40013504.760099165,87,0.1476193999988027,1046.0,2
1,True,5.0,3,50017846.730712935,40108181.78607311,88,0.18798019999667304,1051.0,2
1,True,5.0,2,50064226.07154868,40184900.21509668,89,0.16290589999698568,1056.0,2
1,True,5.0,2,50110457.57063185,40262182.06376602,90,0.12947410000197124,1061.0,2
1,True,5.0,2,50156514.213644624,40337112.7077647,91,0.13326680000318447,1066.0,2
1,True,5.0,2,50202321.99218245,40410456.227914244,92,0.1312885000006645,1071.0,2
1,True,5.0,2,50247880.48376093,40485157.15343404,93,0.13332879999506986,1076.0,2
1,True,5.0,2,50293186.458702005,40562607.85704679,94,0.13106400000106078,1081.0,2
1,True,5.0,2,50338223.385462835,40651123.56842265,95,0.12856399999873247,1086.0,2
1,True,5.0,2,50382968.86760132,40749323.5532239,96,0.12447689999680733,1091.0,2
1,True,5.0,2,50427423.54338741,40854772.44326502,97,0.1625343999985489,1096.0,2
1,True,5.0,2,50471626.4523283,40966594.94636207,98,0.13997480000398355,1101.0,2
1,True,5.0,2,50515652.55124583,41085513.26478999,99,0.1437292000046,1106.0,2
1,True,5.0,2,50559603.16074143,41210682.28588483,100,0.1555757000023732,1111.0,2
1,True,5.0,2,50603578.562248625,41341816.507073335,101,0.1421665000016219,1116.0,2
1,True,5.0,2,50647698.24316488,41479274.07432501,102,0.15335339999728603,1121.0,2
1,True,5.0,2,50692061.142247,41626180.91377396,103,0.13289919999806443,1126.0,2
1,True,5.0,2,50736802.85624921,41781191.57538567,104,0.13557050000235904,1131.0,2
1,True,5.0,3,50781907.12442898,41863640.38279907,105,0.17584070000157226,1136.0,2
1,True,5.0,2,50827292.162999146,41945663.59140843,106,0.1373470999969868,1141.0,2
1,True,5.0,2,50872866.95840901,42038157.29702088,107,0.13606219999928726,1146.0,2
1,True,5.0,2,50918569.45501496,42120283.69347022,108,0.1302739000020665,1151.0,2
1,True,5.0,3,50964323.27690309,42179242.98279426,109,0.19592040000134148,1156.0,2
1,True,5.0,2,51010084.04982582,42225015.188450806,110,0.14518390000012005,1161.0,2
1,True,5.0,3,51055738.75642826,42269073.21925333,111,0.182167600003595,1166.0,2
1,True,5.0,2,51101187.66625206,42303534.822840154,112,0.1476081000000704,1171.0,2
1,True,5.0,2,51146379.054819666,42342897.738333546,113,0.13897309999447316,1176.0,2
1,True,5.0,2,51191283.37504124,42381736.93465512,114,0.15861829999630572,1181.0,2
1,True,5.0,2,51235874.66041921,42443779.85244515,115,0.15405819999432424,1186.0,2
1,True,5.0,2,51280139.66323857,42502230.02946505,116,0.13356059999932768,1191.0,2
1,True,5.0,2,51324074.75093966,42555867.988992006,117,0.1500776999964728,1196.0,2
1,True,5.0,2,51367686.5617237,42612116.78011107,118,0.13336449999769684,1201.0,2
1,True,5.0,2,51411001.335617885,42675463.54885182,119,0.24473330000182614,1206.0,2
1,True,10.0,3,51496722.79887083,42790089.56224714,120,0.19202610000502318,1216.0,2
