step,wall_s,newton_iters,assembly_s,assembly_calls,linear_s,linear_calls,krylov_iters,other_s,pc_setup_s,pc_apply_s,ilu_factor_s,ilu_solve_s,matvec_s,ksp_total_s
273,17.004,6,7.951,7,8.290,6,74,0.763,2.149,5.765,0.133,0.298,0.422,6.186
274,71.900,27,36.373,31,32.186,27,256,3.341,9.221,20.774,0.727,1.006,1.446,22.164
275,30.601,11,15.093,13,14.045,11,120,1.462,3.779,9.387,0.243,0.469,0.684,10.052
276,28.746,10,14.224,12,13.158,10,112,1.364,3.469,8.734,0.236,0.439,0.634,9.370
277,35.865,13,17.495,15,16.751,13,149,1.618,4.517,11.324,0.297,0.601,0.854,12.178
278,87.138,33,44.473,38,38.406,33,301,4.259,11.449,24.942,0.715,1.185,1.713,26.564
279,27.354,11,14.210,12,11.926,11,89,1.217,3.717,7.594,0.247,0.345,0.494,8.052
280,97.847,37,50.125,43,43.075,37,331,4.647,12.741,27.871,0.805,1.314,1.953,29.725
281,18.966,7,9.250,8,8.871,7,80,0.845,2.339,5.927,0.153,0.312,0.454,6.374
282,24.902,9,12.004,10,11.803,9,101,1.094,3.157,7.927,0.196,0.392,0.560,8.487
283,24.590,9,11.945,10,11.491,9,98,1.155,3.078,7.657,0.204,0.380,0.553,8.201
284,31.304,12,15.210,13,14.725,12,121,1.369,4.055,9.657,0.269,0.474,0.693,10.355
285,92.872,34,45.785,39,42.938,34,376,4.148,11.500,28.457,0.743,1.472,2.117,30.523
286,11.597,4,5.929,5,5.056,4,46,0.612,1.332,3.321,0.094,0.176,0.254,3.575
287,25.128,9,12.198,10,11.860,9,110,1.070,3.056,7.930,0.212,0.431,0.627,8.541
288,86.962,28,38.135,32,45.243,28,482,3.584,9.626,32.017,0.623,1.860,2.643,34.979
289,8.714,3,4.770,4,3.438,3,25,0.506,1.057,2.216,0.063,0.098,0.139,2.348
290,93.396,34,46.597,39,42.549,34,376,4.250,11.494,28.175,0.738,1.469,2.108,30.240
291,64.377,22,30.844,26,30.628,22,286,2.905,7.442,21.021,0.514,1.132,1.633,22.672
292,62.361,22,31.220,26,27.995,22,241,3.147,7.494,18.488,0.471,0.944,1.355,19.822
293,50.966,19,26.292,22,22.289,19,180,2.385,6.472,14.513,0.407,0.707,1.020,15.474
294,23.089,8,12.101,10,9.814,8,83,1.173,2.783,6.483,0.184,0.326,0.471,6.941
295,15.394,5,7.306,6,7.390,5,68,0.698,1.752,5.144,0.139,0.273,0.394,5.578
296,17.628,6,8.684,7,8.168,6,68,0.776,2.121,5.487,0.127,0.272,0.435,5.934
297,16.523,6,8.296,7,7.442,6,61,0.784,2.049,4.969,0.125,0.237,0.348,5.306
298,6.398,2,3.531,3,2.445,2,21,0.422,0.662,1.595,0.043,0.083,0.124,1.712
299,6.682,2,3.880,3,2.375,2,19,0.427,0.682,1.531,0.046,0.075,0.107,1.632
300,6.565,2,3.838,3,2.312,2,19,0.414,0.659,1.519,0.043,0.077,0.111,1.621
301,11.971,4,6.084,5,5.186,4,48,0.701,1.337,3.463,0.082,0.186,0.270,3.730
302,12.592,4,6.117,5,5.849,4,56,0.626,1.465,4.074,0.090,0.221,0.313,4.400
303,15.336,5,7.260,6,7.366,5,75,0.710,1.690,5.045,0.117,0.290,0.427,5.526
304,14.736,5,7.493,6,6.535,5,61,0.708,1.728,4.443,0.108,0.239,0.339,4.785
305,15.714,5,7.378,6,7.643,5,74,0.693,1.752,5.360,0.112,0.295,0.421,5.802
306,14.992,5,7.346,6,6.833,5,63,0.813,1.788,4.591,0.107,0.243,0.351,4.947
307,17.342,6,8.463,7,8.129,6,78,0.750,2.044,5.586,0.130,0.306,0.440,6.032
308,12.059,4,6.059,5,5.382,4,52,0.619,1.284,3.605,0.123,0.203,0.286,3.904
309,19.913,7,9.829,8,9.207,7,83,0.877,2.426,6.138,0.152,0.323,0.467,6.600
310,14.838,5,7.275,6,6.859,5,62,0.704,1.703,4.642,0.103,0.242,0.347,4.993
311,24.143,9,12.056,10,11.040,9,93,1.047,3.046,7.305,0.193,0.362,0.520,7.816
312,19.313,7,9.639,8,8.804,7,71,0.870,2.365,5.858,0.152,0.273,0.398,6.261
313,19.780,7,10.071,8,8.693,7,71,1.016,2.478,5.768,0.160,0.272,0.400,6.161
314,16.810,6,8.556,7,7.492,6,65,0.762,2.065,4.954,0.145,0.251,0.361,5.311
315,11.543,4,6.094,5,4.835,4,41,0.613,1.368,3.193,0.086,0.157,0.228,3.410
316,8.621,3,4.799,4,3.327,3,25,0.494,0.998,2.119,0.063,0.100,0.141,2.252
317,22.951,8,11.041,9,10.938,8,101,0.972,2.736,7.442,0.184,0.391,0.558,8.011
318,16.993,6,8.411,7,7.831,6,72,0.751,2.009,5.296,0.131,0.280,0.403,5.704
319,11.822,4,6.038,5,5.166,4,46,0.619,1.356,3.435,0.084,0.178,0.257,3.689
320,19.463,7,9.817,8,8.730,7,70,0.917,2.358,5.719,0.180,0.272,0.394,6.109
321,16.753,6,8.670,7,7.300,6,62,0.783,2.074,4.887,0.131,0.243,0.347,5.223
322,13.754,5,7.186,6,5.898,5,49,0.670,1.750,3.884,0.110,0.193,0.269,4.143
323,19.725,7,10.070,8,8.742,7,77,0.913,2.366,5.810,0.147,0.305,0.430,6.233
324,11.383,4,6.226,5,4.564,4,36,0.592,1.356,2.902,0.085,0.140,0.202,3.092
325,14.300,5,7.350,6,6.266,5,54,0.684,1.682,4.082,0.105,0.211,0.299,4.371
326,8.625,3,4.817,4,3.291,3,24,0.517,1.007,2.076,0.066,0.094,0.134,2.199
327,13.991,5,7.388,6,5.921,5,45,0.682,1.741,3.885,0.110,0.180,0.255,4.127
328,14.011,5,7.357,6,5.938,5,49,0.716,1.729,3.891,0.106,0.187,0.270,4.159
329,17.350,6,8.765,7,7.807,6,68,0.777,2.082,5.177,0.128,0.263,0.376,5.555
330,16.057,6,8.357,7,6.936,6,53,0.763,2.047,4.507,0.131,0.200,0.294,4.789
331,21.989,8,11.043,9,9.951,8,86,0.995,2.690,6.603,0.188,0.330,0.478,7.076
332,16.695,6,8.728,7,7.179,6,53,0.787,2.181,4.579,0.121,0.205,0.300,4.862
333,11.192,4,6.085,5,4.500,4,34,0.607,1.357,2.931,0.086,0.133,0.187,3.109
334,12.038,4,6.262,5,5.160,4,37,0.616,1.475,3.504,0.090,0.149,0.213,3.711
335,20.299,7,9.694,8,9.730,7,82,0.875,2.390,6.643,0.153,0.319,0.463,7.101
336,14.799,5,7.381,6,6.506,5,55,0.912,1.754,4.370,0.116,0.215,0.305,4.684
337,14.115,5,7.166,6,6.264,5,53,0.684,1.667,4.037,0.124,0.206,0.295,4.389
338,11.498,4,5.978,5,4.837,4,41,0.682,1.359,3.196,0.084,0.156,0.227,3.414
339,16.153,6,8.657,7,6.710,6,48,0.786,2.086,4.237,0.135,0.187,0.267,4.489
340,9.010,3,4.920,4,3.580,3,30,0.510,1.008,2.343,0.070,0.116,0.166,2.504
341,14.179,5,7.460,6,6.033,5,50,0.686,1.645,4.005,0.103,0.194,0.279,4.273
342,17.235,6,8.485,7,7.990,6,76,0.759,2.030,5.428,0.128,0.294,0.426,5.857
343,25.826,10,13.893,11,10.721,10,78,1.211,3.388,6.749,0.212,0.302,0.432,7.152
344,27.495,10,14.937,12,11.187,10,84,1.371,3.427,7.128,0.214,0.328,0.468,7.569
345,17.071,6,8.880,7,7.419,6,62,0.772,2.017,4.955,0.119,0.245,0.373,5.302
346,16.211,6,8.706,7,6.716,6,51,0.789,2.040,4.309,0.133,0.197,0.284,4.576
347,17.784,6,8.890,7,8.094,6,75,0.800,2.103,5.467,0.141,0.290,0.412,5.882
348,16.689,6,8.416,7,7.526,6,69,0.747,2.001,5.035,0.125,0.264,0.380,5.418
349,16.475,6,8.786,7,6.918,6,49,0.771,2.023,4.562,0.128,0.199,0.278,4.831
350,14.751,5,7.627,6,6.389,5,55,0.735,1.750,4.257,0.118,0.214,0.306,4.557
351,16.859,6,8.690,7,7.357,6,64,0.812,2.046,4.850,0.133,0.246,0.350,5.196
352,28.141,11,14.809,12,12.116,11,86,1.216,3.834,7.718,0.227,0.340,0.489,8.185
353,14.091,5,7.487,6,5.926,5,47,0.678,1.728,3.852,0.107,0.183,0.261,4.101
354,11.687,4,6.464,5,4.622,4,38,0.601,1.332,2.993,0.083,0.146,0.211,3.197
355,13.738,5,7.351,6,5.678,5,45,0.709,1.720,3.717,0.104,0.174,0.247,3.954
356,11.902,4,6.374,5,4.929,4,44,0.599,1.359,3.276,0.086,0.168,0.246,3.519
357,14.817,5,7.825,6,6.210,5,54,0.783,1.690,4.159,0.109,0.204,0.296,4.450
358,11.410,4,6.120,5,4.691,4,39,0.599,1.330,3.050,0.094,0.153,0.214,3.257
359,16.067,6,8.850,7,6.417,6,49,0.800,2.020,4.106,0.126,0.188,0.269,4.362
360,11.547,4,6.169,5,4.772,4,39,0.606,1.404,3.109,0.086,0.150,0.217,3.343
361,14.514,5,7.744,6,6.061,5,49,0.709,1.796,4.036,0.104,0.186,0.270,4.300
362,15.159,5,7.724,6,6.722,5,64,0.713,1.708,4.535,0.113,0.242,0.350,4.902
363,15.418,6,8.469,7,6.155,6,44,0.793,1.962,3.862,0.126,0.168,0.244,4.092
364,11.834,4,6.237,5,4.911,4,43,0.686,1.373,3.271,0.081,0.162,0.234,3.501
365,13.956,5,7.616,6,5.654,5,41,0.686,1.746,3.663,0.104,0.156,0.231,3.888
366,12.162,4,6.220,5,5.328,4,48,0.615,1.331,3.584,0.080,0.178,0.260,3.842
367,12.265,4,6.465,5,5.178,4,45,0.622,1.380,3.458,0.083,0.171,0.254,3.712
368,11.859,4,6.178,5,5.095,4,46,0.586,1.386,3.432,0.079,0.170,0.248,3.682
369,16.207,6,8.806,7,6.495,6,45,0.905,2.128,4.123,0.132,0.175,0.244,4.354
370,14.143,5,7.509,6,5.938,5,51,0.697,1.659,3.910,0.098,0.194,0.277,4.178
371,14.156,5,7.405,6,5.854,5,47,0.897,1.669,3.819,0.104,0.176,0.256,4.065
372,16.557,6,8.849,7,6.923,6,57,0.785,1.997,4.476,0.133,0.213,0.313,4.778
373,13.854,5,7.384,6,5.776,5,46,0.694,1.714,3.735,0.093,0.175,0.250,3.977
374,14.348,5,7.593,6,6.047,5,54,0.708,1.671,4.022,0.102,0.201,0.293,4.312
375,16.927,6,8.969,7,7.169,6,57,0.789,2.023,4.672,0.118,0.216,0.315,4.978
376,14.041,5,7.525,6,5.839,5,49,0.676,1.671,3.834,0.095,0.187,0.266,4.097
377,18.803,7,10.189,8,7.742,7,60,0.872,2.389,4.989,0.147,0.222,0.324,5.302
378,14.809,5,7.694,6,6.404,5,51,0.711,1.779,4.304,0.105,0.195,0.282,4.610
379,17.015,6,8.862,7,7.330,6,62,0.823,2.077,4.883,0.120,0.232,0.333,5.215
380,11.579,4,6.285,5,4.698,4,40,0.596,1.370,3.103,0.082,0.148,0.216,3.316
381,11.719,4,6.560,5,4.596,4,39,0.563,1.361,3.048,0.076,0.149,0.214,3.255
382,14.437,5,7.363,6,6.305,5,54,0.769,1.758,4.235,0.107,0.203,0.291,4.521
383,11.861,4,6.316,5,4.959,4,44,0.586,1.343,3.320,0.082,0.169,0.237,3.553
384,19.885,7,10.055,8,8.952,7,78,0.878,2.441,6.022,0.162,0.295,0.428,6.452
385,11.218,4,6.059,5,4.561,4,37,0.597,1.361,2.948,0.098,0.136,0.198,3.140
386,14.105,5,7.498,6,5.924,5,50,0.683,1.775,3.903,0.108,0.190,0.272,4.168
387,14.488,5,7.705,6,6.081,5,50,0.702,1.806,4.008,0.118,0.186,0.271,4.273
388,11.690,4,6.146,5,4.891,4,40,0.653,1.383,3.214,0.084,0.153,0.217,3.429
