step,wall_s,newton_iters,assembly_s,assembly_calls,linear_s,linear_calls,krylov_iters,other_s,pc_setup_s,pc_apply_s,ilu_factor_s,ilu_solve_s,matvec_s,ksp_total_s
271,50.247,14,31.920,17,16.229,14,121,2.098,4.912,10.348,0.317,0.475,0.682,10.994
272,17.527,5,11.308,6,5.494,5,36,0.725,1.757,3.395,0.114,0.159,0.211,3.595
273,21.788,6,13.026,7,7.964,6,74,0.798,2.084,5.415,0.124,0.287,0.414,5.824
274,93.365,27,57.959,31,32.005,27,256,3.401,9.133,20.453,0.583,1.005,1.441,21.836
275,40.135,11,24.579,13,13.740,11,120,1.816,3.763,9.089,0.242,0.468,0.677,9.753
276,37.325,10,22.896,12,13.028,10,112,1.402,3.542,8.627,0.223,0.433,0.633,9.248
277,47.242,13,28.532,15,17.093,13,149,1.617,4.486,11.384,0.274,0.593,0.858,12.230
278,114.723,33,71.517,38,38.915,33,301,4.292,11.351,24.782,0.725,1.182,1.706,26.398
279,36.259,11,22.722,12,12.286,11,89,1.251,3.781,7.662,0.230,0.348,0.497,8.130
280,130.372,37,81.795,43,43.622,37,331,4.955,12.767,27.838,0.786,1.319,1.898,29.653
281,25.374,7,15.338,8,9.151,7,80,0.884,2.458,6.106,0.152,0.314,0.460,6.553
282,31.506,9,18.918,10,11.484,9,101,1.104,3.075,7.640,0.183,0.389,0.560,8.185
283,32.179,9,19.611,10,11.516,9,98,1.052,3.035,7.621,0.202,0.389,0.558,8.174
284,40.489,12,24.474,13,14.606,12,121,1.409,4.032,9.425,0.285,0.480,0.683,10.078
285,122.538,34,74.321,39,43.796,34,376,4.421,11.872,29.012,0.767,1.488,2.131,31.131
286,15.649,4,9.701,5,5.216,4,46,0.733,1.373,3.371,0.090,0.179,0.267,3.628
287,32.178,9,19.354,10,11.753,9,110,1.071,3.037,7.928,0.201,0.434,0.629,8.547
288,110.462,28,61.958,32,44.982,28,482,3.521,9.751,31.635,0.620,1.860,2.625,34.555
289,11.738,3,7.808,4,3.414,3,25,0.516,1.013,2.171,0.070,0.102,0.143,2.310
290,123.632,34,75.361,39,43.893,34,376,4.378,11.668,29.034,0.765,1.471,2.119,31.125
291,84.676,22,50.976,26,30.482,22,286,3.219,7.734,20.547,0.472,1.128,1.623,22.179
292,82.413,22,50.904,26,28.489,22,241,3.020,7.715,18.806,0.491,0.950,1.372,20.150
293,69.076,19,43.633,22,23.028,19,180,2.415,6.700,14.703,0.442,0.711,1.055,15.690
294,31.431,8,20.019,10,10.182,8,83,1.231,2.794,6.718,0.173,0.329,0.477,7.180
295,19.440,5,11.638,6,7.131,5,68,0.670,1.729,4.858,0.106,0.268,0.387,5.248
296,23.007,6,14.259,7,7.867,6,68,0.882,2.117,5.149,0.157,0.263,0.382,5.529
297,21.929,6,13.718,7,7.424,6,61,0.788,2.042,4.783,0.141,0.243,0.339,5.109
298,8.838,2,5.917,3,2.410,2,21,0.511,0.666,1.611,0.042,0.081,0.118,1.725
299,9.117,2,6.118,3,2.577,2,19,0.422,0.689,1.723,0.046,0.087,0.114,1.830
300,9.297,2,6.474,3,2.394,2,19,0.430,0.679,1.512,0.052,0.075,0.108,1.614
301,16.377,4,10.014,5,5.697,4,48,0.665,1.469,3.842,0.123,0.189,0.272,4.121
302,16.242,4,9.925,5,5.711,4,56,0.606,1.383,3.888,0.100,0.217,0.312,4.214
303,19.956,5,11.925,6,7.327,5,75,0.704,1.669,5.039,0.106,0.294,0.427,5.483
304,20.420,5,12.504,6,7.169,5,61,0.747,1.802,4.883,0.139,0.242,0.345,5.266
305,20.179,5,12.195,6,7.292,5,74,0.693,1.724,5.060,0.105,0.288,0.419,5.493
306,19.492,5,11.806,6,6.977,5,63,0.709,1.700,4.737,0.104,0.246,0.361,5.104
307,23.261,6,14.240,7,8.219,6,78,0.803,2.021,5.558,0.144,0.305,0.437,6.010
308,16.493,4,9.943,5,5.825,4,52,0.725,1.384,3.977,0.087,0.211,0.302,4.302
309,25.986,7,16.004,8,9.111,7,83,0.870,2.450,6.179,0.147,0.323,0.465,6.637
310,19.457,5,12.024,6,6.746,5,62,0.688,1.699,4.506,0.106,0.237,0.341,4.856
311,32.500,9,20.138,10,11.292,9,93,1.070,3.121,7.392,0.195,0.361,0.526,7.906
312,25.899,7,16.263,8,8.723,7,71,0.913,2.506,5.700,0.163,0.274,0.390,6.085
313,25.547,7,16.183,8,8.466,7,71,0.898,2.411,5.564,0.144,0.276,0.395,5.946
314,22.586,6,14.257,7,7.554,6,65,0.776,2.070,5.017,0.137,0.258,0.362,5.370
315,15.617,4,10.167,5,4.838,4,41,0.612,1.367,3.178,0.086,0.159,0.230,3.400
316,12.198,3,8.321,4,3.358,3,25,0.519,1.014,2.138,0.061,0.097,0.142,2.271
317,29.957,8,18.097,9,10.899,8,101,0.960,2.741,7.379,0.179,0.386,0.563,7.954
318,23.142,6,13.961,7,8.301,6,72,0.879,2.129,5.602,0.135,0.280,0.442,6.015
319,15.696,4,9.848,5,5.245,4,46,0.604,1.391,3.462,0.078,0.176,0.255,3.716
320,25.670,7,16.078,8,8.670,7,70,0.922,2.397,5.693,0.155,0.271,0.393,6.083
321,22.317,6,13.894,7,7.504,6,62,0.919,2.090,4.992,0.126,0.245,0.348,5.326
322,18.568,5,11.877,6,6.002,5,49,0.689,1.681,3.959,0.102,0.199,0.277,4.225
323,26.117,7,16.211,8,8.744,7,77,1.162,2.371,5.847,0.148,0.297,0.425,6.266
324,15.342,4,9.860,5,4.874,4,36,0.609,1.416,3.137,0.089,0.142,0.202,3.331
325,19.262,5,11.879,6,6.584,5,54,0.799,1.782,4.387,0.102,0.207,0.304,4.686
326,12.057,3,8.179,4,3.384,3,24,0.494,1.021,2.113,0.073,0.096,0.136,2.234
327,18.779,5,12.176,6,5.890,5,45,0.713,1.756,3.711,0.117,0.175,0.252,3.947
328,18.971,5,11.861,6,6.405,5,49,0.705,1.888,4.305,0.114,0.192,0.277,4.583
329,23.047,6,14.350,7,7.903,6,68,0.795,2.117,5.219,0.129,0.260,0.378,5.592
330,22.288,6,14.519,7,6.927,6,53,0.842,2.074,4.460,0.131,0.207,0.296,4.741
331,28.775,8,17.640,9,10.159,8,86,0.975,2.836,6.696,0.175,0.331,0.480,7.164
332,22.457,6,14.628,7,7.021,6,53,0.809,2.077,4.478,0.126,0.207,0.292,4.755
333,15.237,4,10.022,5,4.532,4,34,0.684,1.376,2.907,0.095,0.135,0.190,3.086
334,15.447,4,10.065,5,4.796,4,37,0.587,1.389,3.059,0.090,0.145,0.203,3.255
335,26.323,7,16.164,8,9.267,7,82,0.892,2.373,6.087,0.156,0.315,0.447,6.534
336,19.319,5,12.056,6,6.541,5,55,0.722,1.766,4.234,0.101,0.213,0.308,4.534
337,18.750,5,11.724,6,6.335,5,53,0.691,1.730,4.151,0.115,0.209,0.298,4.445
338,15.929,4,10.359,5,4.974,4,41,0.596,1.440,3.288,0.081,0.167,0.227,3.508
339,21.574,6,14.142,7,6.640,6,48,0.791,2.086,4.198,0.137,0.185,0.269,4.453
340,12.455,3,8.143,4,3.780,3,30,0.532,1.034,2.422,0.058,0.115,0.165,2.583
341,19.037,5,11.845,6,6.475,5,50,0.717,1.787,4.232,0.108,0.195,0.286,4.511
342,23.178,6,14.198,7,8.165,6,76,0.815,2.061,5.455,0.123,0.296,0.426,5.880
343,34.890,10,22.313,11,11.375,10,78,1.203,3.519,7.158,0.232,0.305,0.451,7.586
344,37.550,10,24.760,12,11.415,10,84,1.375,3.523,7.275,0.210,0.324,0.469,7.720
345,23.137,6,14.732,7,7.629,6,62,0.775,2.183,5.161,0.130,0.241,0.345,5.504
346,22.620,6,14.837,7,6.854,6,51,0.929,2.154,4.378,0.128,0.198,0.280,4.641
347,23.273,6,14.393,7,8.091,6,75,0.788,2.048,5.440,0.133,0.292,0.421,5.861
348,23.351,6,14.537,7,8.001,6,69,0.813,2.144,5.285,0.132,0.262,0.382,5.669
349,22.171,6,14.577,7,6.782,6,49,0.813,2.088,4.350,0.132,0.194,0.276,4.615
350,19.597,5,12.514,6,6.288,5,55,0.794,1.705,4.231,0.107,0.214,0.311,4.539
351,23.013,6,14.501,7,7.684,6,64,0.828,2.195,5.239,0.127,0.243,0.351,5.584
352,38.265,11,24.852,12,12.071,11,86,1.342,3.846,7.667,0.240,0.342,0.478,8.120
353,19.452,5,12.718,6,6.010,5,47,0.724,1.785,3.921,0.105,0.182,0.262,4.174
354,16.104,4,10.664,5,4.834,4,38,0.605,1.371,3.108,0.083,0.148,0.211,3.316
355,18.804,5,12.034,6,6.074,5,45,0.696,1.787,3.846,0.108,0.178,0.255,4.104
356,16.182,4,10.367,5,5.217,4,44,0.598,1.354,3.475,0.086,0.173,0.248,3.723
357,19.533,5,12.484,6,6.113,5,54,0.935,1.629,4.105,0.101,0.204,0.296,4.395
358,15.860,4,10.242,5,4.999,4,39,0.619,1.335,3.260,0.076,0.150,0.214,3.475
359,22.119,6,14.556,7,6.767,6,49,0.796,2.076,4.242,0.126,0.192,0.272,4.495
360,15.828,4,10.451,5,4.762,4,39,0.615,1.329,3.135,0.089,0.154,0.223,3.349
361,19.289,5,12.602,6,5.974,5,49,0.713,1.704,3.841,0.108,0.187,0.271,4.105
362,20.207,5,12.653,6,6.857,5,64,0.697,1.758,4.755,0.105,0.244,0.352,5.128
363,22.273,6,14.766,7,6.702,6,44,0.805,2.158,4.204,0.117,0.169,0.245,4.443
364,16.341,4,10.666,5,4.938,4,43,0.736,1.335,3.273,0.094,0.167,0.237,3.508
365,18.499,5,12.291,6,5.515,5,41,0.693,1.777,3.593,0.096,0.157,0.227,3.809
366,16.417,4,10.295,5,5.495,4,48,0.626,1.367,3.749,0.086,0.186,0.269,4.024
367,16.423,4,10.565,5,5.256,4,45,0.602,1.394,3.501,0.103,0.172,0.246,3.753
368,16.179,4,10.437,5,5.143,4,46,0.600,1.362,3.447,0.076,0.174,0.254,3.701
369,22.187,6,14.570,7,6.722,6,45,0.895,2.073,4.135,0.125,0.173,0.245,4.436
370,19.410,5,12.489,6,6.173,5,51,0.748,1.694,4.041,0.111,0.196,0.282,4.324
371,18.906,5,12.310,6,5.897,5,47,0.698,1.685,3.786,0.093,0.175,0.254,4.032
372,22.628,6,14.779,7,6.963,6,57,0.886,2.070,4.551,0.124,0.214,0.313,4.852
373,19.211,5,12.721,6,5.713,5,46,0.777,1.703,3.717,0.104,0.174,0.249,3.954
374,19.292,5,12.330,6,6.250,5,54,0.712,1.709,4.242,0.096,0.204,0.299,4.538
375,22.666,6,14.687,7,7.170,6,57,0.809,2.069,4.635,0.248,0.212,0.314,4.936
376,19.853,5,12.856,6,6.209,5,49,0.789,1.699,4.127,0.120,0.195,0.278,4.400
377,25.942,7,16.874,8,8.101,7,60,0.968,2.356,5.234,0.135,0.236,0.332,5.562
378,19.662,5,12.810,6,6.138,5,51,0.715,1.763,4.067,0.108,0.195,0.278,4.344
379,23.209,6,14.729,7,7.685,6,62,0.795,2.073,4.946,0.119,0.233,0.346,5.322
380,16.033,4,10.345,5,5.052,4,40,0.635,1.495,3.329,0.102,0.150,0.219,3.549
381,16.091,4,10.668,5,4.780,4,39,0.644,1.328,3.123,0.080,0.150,0.218,3.335
382,19.601,5,12.554,6,6.297,5,54,0.750,1.763,4.168,0.112,0.202,0.291,4.458
383,16.676,4,10.467,5,5.510,4,44,0.699,1.448,3.797,0.082,0.168,0.240,4.043
384,26.707,7,17.024,8,8.813,7,78,0.871,2.434,5.903,0.144,0.295,0.422,6.331
385,15.685,4,10.423,5,4.641,4,37,0.621,1.322,2.980,0.078,0.141,0.200,3.170
386,19.710,5,12.563,6,6.440,5,50,0.707,1.920,4.435,0.100,0.200,0.285,4.713
387,20.280,5,12.907,6,6.572,5,50,0.802,1.747,4.258,0.154,0.191,0.278,4.551
388,16.167,4,10.087,5,5.152,4,40,0.928,1.377,3.406,0.114,0.155,0.224,3.629
