step,wall_s,newton_iters,assembly_s,assembly_calls,linear_s,linear_calls,krylov_iters,other_s,pc_setup_s,pc_apply_s,ilu_factor_s,ilu_solve_s,matvec_s,ksp_total_s
263,19.334,9,7.377,10,10.867,9,80,1.090,3.181,7.224,0.194,0.332,0.475,7.708
264,9.137,4,3.665,5,4.865,4,39,0.607,1.407,3.124,0.098,0.149,0.217,3.328
265,16.968,8,6.600,9,9.406,8,73,0.962,2.812,5.984,0.166,0.288,0.410,6.379
266,11.300,5,4.250,6,6.381,5,53,0.669,1.818,4.308,0.100,0.208,0.300,4.612
267,16.598,8,6.392,9,9.264,8,72,0.942,2.854,6.135,0.169,0.282,0.404,6.523
268,36.695,16,15.274,22,18.859,16,147,2.562,5.596,12.274,0.338,0.576,0.824,13.092
269,31.812,15,13.543,19,16.119,15,113,2.150,5.133,10.060,0.328,0.443,0.633,10.647
270,22.428,10,9.422,13,11.404,10,84,1.603,3.425,7.283,0.210,0.335,0.482,7.742
271,41.071,19,16.866,23,21.554,19,174,2.652,6.363,13.898,0.422,0.683,0.974,14.819
272,38.985,14,20.382,39,14.189,14,92,4.414,4.665,8.511,0.346,0.355,0.515,8.985
273,29.993,13,13.041,18,14.664,13,112,2.287,4.450,9.392,0.280,0.440,0.628,9.974
274,22.289,10,9.292,13,11.385,10,90,1.611,3.486,7.356,0.226,0.352,0.506,7.840
275,32.992,12,13.958,26,16.164,12,150,2.869,4.178,11.065,0.249,0.583,0.842,11.940
276,74.092,32,31.275,48,37.481,32,290,5.336,11.043,24.163,0.719,1.128,1.630,25.728
277,42.649,19,16.439,23,23.572,19,210,2.638,6.366,15.657,0.417,0.818,1.164,16.820
278,17.934,8,6.625,9,10.323,8,93,0.986,2.780,6.938,0.179,0.364,0.529,7.462
279,17.112,8,7.259,10,8.784,8,68,1.069,2.714,5.663,0.165,0.264,0.379,6.016
280,31.251,14,12.238,17,17.112,14,153,1.901,4.597,11.333,0.310,0.605,0.860,12.178
281,15.511,7,5.759,8,8.902,7,83,0.851,2.374,6.010,0.150,0.324,0.468,6.470
282,33.021,15,13.643,19,17.177,15,134,2.201,5.153,11.125,0.323,0.524,0.754,11.864
283,32.687,15,13.580,19,16.882,15,129,2.224,5.034,10.657,0.357,0.500,0.723,11.329
284,35.187,16,14.337,20,18.288,16,138,2.562,5.522,11.707,0.342,0.544,0.790,12.458
285,34.636,15,13.988,19,18.380,15,154,2.268,5.273,12.203,0.331,0.597,0.851,13.049
286,9.388,4,3.597,5,5.234,4,44,0.557,1.404,3.521,0.082,0.176,0.254,3.764
287,47.903,21,18.948,26,25.967,21,225,2.988,7.038,17.263,0.455,0.890,1.271,18.504
288,33.022,14,13.680,18,17.209,14,149,2.133,4.772,11.303,0.315,0.587,0.831,12.116
289,6.785,3,2.981,4,3.284,3,24,0.519,1.046,2.053,0.066,0.093,0.135,2.178
290,68.554,26,29.870,52,33.239,26,300,5.445,8.782,22.170,0.560,1.170,1.674,23.822
291,56.415,22,23.162,37,29.309,22,261,3.944,7.735,20.061,0.492,1.034,1.497,21.572
292,34.408,15,13.723,19,18.515,15,162,2.169,5.097,12.281,0.331,0.630,0.903,13.167
293,25.828,10,11.167,18,12.583,10,100,2.078,3.579,8.279,0.214,0.401,0.583,8.851
294,18.423,8,7.276,10,10.014,8,88,1.133,2.791,6.728,0.169,0.345,0.489,7.202
295,16.402,7,6.709,9,8.612,7,74,1.081,2.454,5.776,0.158,0.291,0.414,6.177
296,14.389,6,5.280,7,8.346,6,80,0.763,2.052,5.732,0.122,0.309,0.444,6.179
297,13.880,6,5.225,7,7.851,6,59,0.804,2.247,5.293,0.125,0.233,0.338,5.638
298,6.891,3,2.869,4,3.516,3,28,0.506,1.033,2.248,0.062,0.110,0.160,2.399
299,5.484,2,2.471,3,2.308,2,19,0.705,0.667,1.499,0.040,0.076,0.107,1.596
300,5.238,2,2.373,3,2.419,2,19,0.447,0.725,1.590,0.049,0.074,0.107,1.689
301,9.488,4,3.719,5,5.142,4,47,0.627,1.341,3.443,0.080,0.180,0.261,3.706
302,12.821,5,5.214,7,6.614,5,61,0.993,1.757,4.514,0.098,0.234,0.336,4.852
303,12.290,5,4.394,6,7.212,5,74,0.683,1.741,5.065,0.104,0.285,0.411,5.494
304,11.832,5,4.619,6,6.516,5,60,0.696,1.730,4.410,0.102,0.232,0.341,4.752
305,12.431,5,4.397,6,7.333,5,73,0.701,1.691,5.115,0.122,0.283,0.413,5.554
306,12.542,5,4.544,6,7.315,5,61,0.682,1.802,5.029,0.127,0.268,0.379,5.425
307,14.238,6,5.242,7,8.202,6,78,0.795,2.044,5.576,0.135,0.307,0.437,6.019
308,11.934,5,4.390,6,6.857,5,66,0.688,1.658,4.725,0.107,0.254,0.367,5.103
309,17.519,7,6.917,11,9.378,7,82,1.225,2.421,6.360,0.158,0.317,0.452,6.818
310,11.660,5,4.234,6,6.744,5,62,0.683,1.764,4.670,0.101,0.242,0.348,5.018
311,19.581,9,7.330,10,11.218,9,93,1.033,3.158,7.478,0.205,0.357,0.516,7.992
312,15.272,7,5.905,8,8.487,7,72,0.880,2.410,5.618,0.149,0.283,0.400,6.021
313,15.506,7,6.057,8,8.565,7,72,0.884,2.444,5.776,0.148,0.281,0.401,6.166
314,13.045,6,5.042,7,7.237,6,63,0.766,2.025,4.753,0.133,0.243,0.347,5.093
315,9.157,4,3.771,5,4.812,4,42,0.574,1.294,3.193,0.081,0.165,0.234,3.422
316,6.906,3,2.859,4,3.465,3,26,0.582,1.046,2.255,0.070,0.103,0.148,2.394
317,19.994,8,7.662,12,10.931,8,103,1.401,2.755,7.463,0.177,0.394,0.572,8.044
318,13.538,6,5.083,7,7.714,6,70,0.741,2.066,5.259,0.121,0.272,0.386,5.641
319,9.314,4,3.744,5,4.987,4,44,0.582,1.362,3.372,0.081,0.167,0.242,3.609
320,14.958,7,5.854,8,8.254,7,68,0.850,2.382,5.349,0.154,0.262,0.381,5.723
321,13.766,6,5.208,7,7.643,6,63,0.915,2.094,5.106,0.123,0.240,0.359,5.450
322,10.788,5,4.234,6,5.871,5,48,0.683,1.662,3.887,0.101,0.184,0.263,4.146
323,15.381,7,5.840,8,8.681,7,77,0.861,2.334,5.735,0.136,0.300,0.419,6.149
324,8.773,4,3.615,5,4.574,4,38,0.584,1.331,2.952,0.088,0.149,0.212,3.152
325,11.203,5,4.348,6,6.158,5,56,0.697,1.647,4.063,0.106,0.213,0.306,4.367
326,6.809,3,2.856,4,3.449,3,24,0.503,1.070,2.248,0.065,0.092,0.131,2.370
327,10.916,5,4.461,6,5.703,5,43,0.752,1.698,3.707,0.109,0.167,0.245,3.934
328,11.046,5,4.384,6,5.921,5,50,0.741,1.675,3.922,0.101,0.189,0.277,4.192
329,11.380,5,4.472,6,6.240,5,56,0.668,1.732,4.220,0.100,0.214,0.310,4.535
330,12.728,6,5.117,7,6.866,6,53,0.745,2.059,4.520,0.123,0.203,0.293,4.803
331,17.469,8,6.620,9,9.898,8,85,0.951,2.731,6.646,0.166,0.327,0.469,7.105
332,12.529,6,5.061,7,6.738,6,54,0.729,2.000,4.352,0.136,0.207,0.292,4.634
333,8.792,4,3.730,5,4.471,4,35,0.591,1.298,2.800,0.078,0.135,0.193,2.982
334,9.263,4,3.613,5,5.068,4,37,0.582,1.475,3.365,0.086,0.143,0.213,3.578
335,15.999,7,5.865,8,9.239,7,86,0.896,2.344,6.271,0.140,0.330,0.476,6.749
336,11.424,5,4.396,6,6.331,5,55,0.696,1.720,4.250,0.106,0.211,0.303,4.554
337,11.502,5,4.312,6,6.495,5,54,0.695,1.780,4.419,0.109,0.213,0.310,4.722
338,8.648,4,3.473,5,4.571,4,39,0.604,1.329,3.025,0.081,0.150,0.216,3.234
339,12.308,6,5.163,7,6.395,6,48,0.750,1.981,4.100,0.121,0.185,0.268,4.352
340,6.984,3,2.926,4,3.569,3,30,0.489,1.031,2.349,0.069,0.116,0.166,2.510
341,9.056,4,3.704,5,4.772,4,39,0.580,1.421,3.135,0.079,0.148,0.213,3.338
342,13.853,6,5.110,7,7.975,6,73,0.768,2.067,5.406,0.135,0.286,0.401,5.811
343,76.988,37,33.474,46,38.080,37,245,5.435,12.903,23.578,0.780,0.953,1.367,24.855
344,32.905,15,13.279,18,17.642,15,134,1.984,5.249,11.692,0.313,0.529,0.760,12.416
345,11.250,5,4.643,6,5.891,5,48,0.716,1.671,3.776,0.106,0.186,0.269,4.028
346,12.368,6,5.138,7,6.462,6,49,0.768,1.996,4.115,0.122,0.191,0.274,4.380
347,13.927,6,5.117,7,8.031,6,73,0.779,2.053,5.370,0.126,0.294,0.410,5.779
348,13.937,6,5.040,7,8.127,6,68,0.770,2.173,5.551,0.124,0.280,0.392,5.948
349,12.551,6,5.263,7,6.502,6,49,0.786,1.987,4.175,0.120,0.186,0.270,4.434
350,9.606,4,3.707,5,5.293,4,45,0.606,1.392,3.581,0.086,0.174,0.249,3.828
351,13.550,6,5.178,7,7.593,6,63,0.780,2.027,5.053,0.129,0.260,0.360,5.407
352,46.711,20,21.195,34,21.630,20,147,3.886,6.867,13.852,0.413,0.580,0.825,14.641
353,17.242,8,7.303,10,8.783,8,67,1.157,2.670,5.646,0.170,0.256,0.369,5.994
354,15.487,7,6.625,9,7.800,7,55,1.062,2.426,4.927,0.142,0.210,0.303,5.214
355,9.458,4,3.713,5,5.156,4,45,0.589,1.425,3.414,0.100,0.173,0.246,3.661
356,9.691,4,3.861,5,5.132,4,45,0.698,1.375,3.418,0.085,0.172,0.249,3.667
357,9.720,4,3.864,5,5.260,4,46,0.596,1.369,3.545,0.086,0.175,0.253,3.803
358,9.197,4,3.626,5,4.733,4,40,0.838,1.358,3.189,0.079,0.152,0.214,3.397
359,12.663,6,5.137,7,6.753,6,53,0.773,1.952,4.272,0.126,0.203,0.290,4.548
360,8.989,4,3.613,5,4.783,4,40,0.592,1.402,3.123,0.079,0.152,0.220,3.345
361,11.213,5,4.575,6,5.927,5,50,0.711,1.672,3.860,0.109,0.189,0.271,4.128
362,12.150,5,4.651,6,6.762,5,64,0.736,1.743,4.620,0.103,0.244,0.345,4.980
363,10.845,5,4.434,6,5.724,5,46,0.686,1.704,3.757,0.107,0.174,0.253,3.997
364,9.285,4,3.885,5,4.808,4,41,0.593,1.366,3.213,0.080,0.157,0.225,3.431
365,10.962,5,4.495,6,5.744,5,46,0.722,1.686,3.749,0.098,0.176,0.249,3.986
366,9.518,4,3.682,5,5.247,4,48,0.589,1.461,3.589,0.084,0.179,0.257,3.849
367,9.466,4,3.858,5,5.005,4,45,0.603,1.405,3.381,0.079,0.170,0.242,3.624
368,9.300,4,3.551,5,5.139,4,46,0.609,1.348,3.366,0.084,0.172,0.251,3.615
369,12.469,6,5.096,7,6.610,6,51,0.763,2.018,4.235,0.119,0.192,0.277,4.500
370,9.205,4,3.850,5,4.772,4,40,0.583,1.383,3.108,0.083,0.153,0.215,3.319
371,12.931,6,5.127,7,7.041,6,55,0.762,2.090,4.562,0.124,0.209,0.300,4.846
372,11.369,5,4.650,6,5.964,5,46,0.755,1.769,3.892,0.098,0.176,0.254,4.138
373,11.100,5,4.528,6,5.849,5,48,0.722,1.698,3.826,0.105,0.184,0.262,4.080
374,11.720,5,4.303,6,6.625,5,54,0.793,1.801,4.445,0.118,0.209,0.298,4.742
375,13.030,6,5.122,7,7.115,6,60,0.794,2.044,4.737,0.117,0.225,0.324,5.051
376,11.231,5,4.591,6,5.867,5,49,0.773,1.684,3.850,0.095,0.181,0.262,4.105
377,14.702,7,6.142,8,7.686,7,58,0.874,2.360,4.869,0.148,0.219,0.316,5.175
378,11.228,5,4.572,6,5.972,5,51,0.684,1.706,3.940,0.101,0.191,0.274,4.213
379,13.228,6,5.163,7,7.295,6,60,0.770,2.113,4.921,0.128,0.226,0.323,5.242
380,10.727,5,4.308,6,5.733,5,44,0.687,1.781,3.729,0.100,0.164,0.238,3.960
381,9.556,4,3.886,5,5.036,4,38,0.635,1.425,3.388,0.089,0.146,0.217,3.609
382,11.198,5,4.335,6,6.166,5,54,0.696,1.696,4.028,0.110,0.207,0.293,4.316
383,9.305,4,3.845,5,4.838,4,44,0.622,1.310,3.238,0.076,0.165,0.237,3.469
384,16.140,7,5.899,8,9.367,7,80,0.874,2.505,6.351,0.161,0.302,0.437,6.808
385,8.857,4,3.640,5,4.640,4,38,0.578,1.379,3.033,0.078,0.144,0.205,3.236
386,10.845,5,4.402,6,5.774,5,48,0.670,1.648,3.833,0.098,0.183,0.263,4.085
387,11.198,5,4.658,6,5.807,5,48,0.733,1.683,3.815,0.100,0.181,0.273,4.091
388,11.491,5,4.318,6,6.234,5,48,0.940,1.774,4.152,0.096,0.183,0.268,4.433
