step,wall_s,newton_iters,assembly_s,assembly_calls,linear_s,linear_calls,krylov_iters,other_s,pc_setup_s,pc_apply_s,ilu_factor_s,ilu_solve_s,matvec_s,ksp_total_s
269,0.098,3,0.042,4,0.049,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
270,0.103,3,0.048,4,0.047,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
271,0.114,3,0.047,4,0.060,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
272,0.102,3,0.043,4,0.052,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
273,0.120,3,0.052,4,0.059,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
274,0.122,3,0.062,4,0.052,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
275,0.100,3,0.047,4,0.047,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
276,0.117,3,0.055,4,0.054,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
277,0.116,3,0.059,4,0.050,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
278,0.118,3,0.053,4,0.056,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
279,0.104,3,0.047,4,0.049,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
280,0.109,3,0.049,4,0.053,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
281,0.110,3,0.051,4,0.052,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
282,0.110,3,0.050,4,0.053,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
283,0.115,3,0.043,4,0.064,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
284,0.120,3,0.055,4,0.057,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
285,0.117,3,0.049,4,0.060,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
286,0.118,3,0.054,4,0.056,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
287,0.130,3,0.059,4,0.063,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
288,0.106,3,0.047,4,0.050,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
289,0.110,3,0.045,4,0.059,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
290,0.108,3,0.048,4,0.050,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
291,0.121,3,0.052,4,0.062,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
292,0.129,3,0.056,4,0.064,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
293,0.130,3,0.059,4,0.060,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
294,0.111,3,0.048,4,0.053,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
295,0.108,3,0.046,4,0.057,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
296,0.119,3,0.047,4,0.063,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
297,0.113,3,0.049,4,0.055,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
298,0.110,3,0.041,4,0.059,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
299,0.109,3,0.041,4,0.057,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
300,0.111,3,0.046,4,0.054,3,3,0.012,0.000,0.000,0.000,0.000,0.000,0.000
301,0.111,3,0.044,4,0.058,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
302,0.104,3,0.041,4,0.051,3,3,0.012,0.000,0.000,0.000,0.000,0.000,0.000
303,0.114,3,0.050,4,0.055,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
304,0.114,3,0.052,4,0.054,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
305,0.117,3,0.053,4,0.053,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
306,0.111,3,0.052,4,0.052,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
307,0.119,3,0.051,4,0.061,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
308,0.105,3,0.042,4,0.056,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
309,0.110,3,0.047,4,0.055,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
310,0.112,3,0.053,4,0.052,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
311,0.122,3,0.055,4,0.060,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
312,0.114,3,0.051,4,0.054,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
313,0.110,3,0.052,4,0.051,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
314,0.119,3,0.052,4,0.056,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
315,0.096,3,0.044,4,0.046,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
316,0.103,3,0.037,4,0.056,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
317,0.112,3,0.045,4,0.059,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
318,0.102,3,0.040,4,0.053,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
319,0.116,3,0.052,4,0.055,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
320,0.112,3,0.050,4,0.056,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
321,0.103,3,0.046,4,0.049,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
322,0.109,3,0.045,4,0.057,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
323,0.111,3,0.051,4,0.050,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
324,0.118,3,0.050,4,0.059,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
325,0.110,3,0.049,4,0.054,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
326,0.110,3,0.044,4,0.059,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
327,0.111,3,0.047,4,0.056,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
328,0.112,3,0.053,4,0.051,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
329,0.129,3,0.063,4,0.053,3,3,0.013,0.000,0.000,0.000,0.000,0.000,0.000
330,0.114,3,0.053,4,0.053,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
331,0.114,3,0.051,4,0.055,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
332,0.122,3,0.057,4,0.059,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
333,0.162,3,0.094,4,0.056,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
334,0.139,3,0.051,4,0.078,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
335,0.096,3,0.040,4,0.050,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
336,0.104,3,0.046,4,0.051,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
337,0.106,3,0.038,4,0.060,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
338,0.109,3,0.041,4,0.061,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
339,0.105,3,0.041,4,0.055,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
340,0.117,3,0.050,4,0.059,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
341,0.110,3,0.043,4,0.058,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
342,0.126,3,0.066,4,0.052,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
343,0.101,3,0.041,4,0.053,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
344,0.124,3,0.053,4,0.061,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
345,0.112,3,0.042,4,0.061,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
346,0.110,3,0.041,4,0.060,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
347,0.116,3,0.048,4,0.059,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
348,0.106,3,0.047,4,0.052,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
349,0.126,3,0.054,4,0.064,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
350,0.104,3,0.043,4,0.055,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
351,0.115,3,0.048,4,0.057,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
352,0.108,3,0.043,4,0.055,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
353,0.124,3,0.057,4,0.059,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
354,0.113,3,0.045,4,0.059,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
355,0.118,3,0.051,4,0.058,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
356,0.102,3,0.045,4,0.048,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
357,0.114,3,0.053,4,0.053,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
358,0.119,3,0.052,4,0.058,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
359,0.113,3,0.049,4,0.055,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
360,0.119,3,0.049,4,0.060,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
361,0.106,3,0.046,4,0.053,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
362,0.118,3,0.049,4,0.061,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
363,0.123,3,0.053,4,0.061,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
364,0.122,3,0.052,4,0.062,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
365,0.117,3,0.050,4,0.061,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
366,0.108,3,0.050,4,0.051,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
367,0.105,3,0.042,4,0.055,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
368,0.109,3,0.050,4,0.052,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
369,0.111,3,0.045,4,0.057,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
370,0.106,3,0.039,4,0.057,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
371,0.111,3,0.039,4,0.062,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
372,0.114,3,0.041,4,0.065,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
373,0.111,3,0.052,4,0.049,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
374,0.109,3,0.040,4,0.059,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
375,0.115,3,0.047,4,0.058,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
376,0.113,3,0.053,4,0.051,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
377,0.106,3,0.043,4,0.053,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
378,0.125,3,0.053,4,0.063,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
379,0.109,3,0.049,4,0.052,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
380,0.102,3,0.044,4,0.050,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
381,0.114,3,0.051,4,0.055,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
382,0.109,3,0.044,4,0.056,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
383,0.113,3,0.050,4,0.052,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
384,0.097,3,0.039,4,0.052,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
385,0.107,3,0.042,4,0.056,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
386,0.122,3,0.057,4,0.057,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
387,0.120,3,0.051,4,0.062,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
388,0.111,3,0.047,4,0.059,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
389,0.104,3,0.045,4,0.053,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
390,0.115,3,0.051,4,0.055,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
391,0.125,3,0.057,4,0.058,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
392,0.118,3,0.057,4,0.052,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
393,0.104,3,0.045,4,0.051,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
394,0.108,3,0.047,4,0.053,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
395,0.108,3,0.050,4,0.051,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
396,0.115,3,0.043,4,0.061,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
397,0.114,3,0.044,4,0.064,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
398,0.115,3,0.053,4,0.051,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
399,0.102,3,0.040,4,0.054,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
400,0.101,3,0.043,4,0.049,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
401,0.217,3,0.102,4,0.099,3,3,0.016,0.000,0.000,0.000,0.000,0.000,0.000
402,0.117,3,0.044,4,0.059,3,3,0.014,0.000,0.000,0.000,0.000,0.000,0.000
403,0.092,3,0.037,4,0.049,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
404,0.106,3,0.044,4,0.055,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
405,0.111,3,0.043,4,0.057,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
406,0.114,3,0.051,4,0.056,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
407,0.102,3,0.048,4,0.048,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
408,0.110,3,0.042,4,0.057,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
409,0.120,3,0.053,4,0.060,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
410,0.110,3,0.050,4,0.053,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
411,0.112,3,0.047,4,0.059,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
412,0.102,3,0.038,4,0.054,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
413,0.113,3,0.047,4,0.058,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
414,0.117,3,0.046,4,0.062,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
415,0.099,3,0.044,4,0.048,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
416,0.100,3,0.043,4,0.052,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
417,0.140,4,0.061,5,0.071,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
418,0.149,4,0.066,5,0.070,4,4,0.013,0.000,0.000,0.000,0.000,0.000,0.000
419,0.102,3,0.042,4,0.052,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
420,0.112,3,0.051,4,0.054,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
421,0.109,3,0.039,4,0.061,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
422,0.107,3,0.041,4,0.056,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
423,0.113,3,0.041,4,0.066,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
424,0.102,3,0.040,4,0.055,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
425,0.107,3,0.042,4,0.058,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
426,0.103,3,0.045,4,0.053,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
427,0.109,3,0.044,4,0.057,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
428,0.123,3,0.060,4,0.056,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
429,0.110,3,0.045,4,0.056,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
430,0.103,3,0.040,4,0.052,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
431,0.116,3,0.048,4,0.061,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
432,0.124,3,0.055,4,0.061,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
433,0.112,3,0.049,4,0.058,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
434,0.117,3,0.050,4,0.057,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
435,0.119,3,0.048,4,0.059,3,3,0.012,0.000,0.000,0.000,0.000,0.000,0.000
436,0.113,3,0.050,4,0.056,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
437,0.109,3,0.049,4,0.055,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
438,0.122,3,0.057,4,0.058,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
439,0.118,3,0.043,4,0.064,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
440,0.120,3,0.055,4,0.057,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
441,0.114,3,0.042,4,0.065,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
442,0.113,3,0.050,4,0.055,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
443,0.103,3,0.044,4,0.052,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
444,0.103,3,0.041,4,0.056,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
445,0.210,3,0.121,4,0.081,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
446,0.102,3,0.045,4,0.050,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
447,0.105,3,0.045,4,0.054,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
448,0.110,3,0.049,4,0.050,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
449,0.114,3,0.053,4,0.055,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
450,0.107,3,0.040,4,0.058,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
451,0.107,3,0.044,4,0.054,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
452,0.106,3,0.045,4,0.054,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
453,0.104,3,0.040,4,0.055,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
454,0.107,3,0.044,4,0.056,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
455,0.118,3,0.045,4,0.062,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
456,0.104,3,0.044,4,0.052,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
457,0.105,3,0.038,4,0.059,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
458,0.110,3,0.046,4,0.055,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
459,0.120,3,0.052,4,0.061,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
460,0.104,3,0.045,4,0.054,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
461,0.102,3,0.041,4,0.052,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
462,0.112,3,0.046,4,0.060,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
463,0.103,3,0.042,4,0.054,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
464,0.115,3,0.045,4,0.062,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
465,0.109,3,0.049,4,0.054,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
466,0.110,3,0.047,4,0.057,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
467,0.107,3,0.045,4,0.055,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
468,0.113,3,0.048,4,0.057,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
469,0.110,3,0.044,4,0.055,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
470,0.151,4,0.060,5,0.081,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
471,0.106,3,0.045,4,0.052,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
472,0.113,3,0.052,4,0.054,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
473,0.120,3,0.050,4,0.062,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
474,0.104,3,0.043,4,0.053,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
475,0.107,3,0.045,4,0.055,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
476,0.111,3,0.051,4,0.054,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
477,0.109,3,0.048,4,0.054,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
478,0.115,3,0.052,4,0.054,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
479,0.117,3,0.050,4,0.059,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
480,0.201,3,0.141,4,0.052,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
481,0.121,3,0.062,4,0.054,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
482,0.110,3,0.041,4,0.060,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
483,0.102,3,0.040,4,0.055,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
484,0.115,3,0.049,4,0.059,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
485,0.113,3,0.040,4,0.064,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
486,0.121,3,0.043,4,0.069,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
487,0.106,3,0.045,4,0.054,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
488,0.114,3,0.049,4,0.056,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
489,0.108,3,0.042,4,0.058,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
490,0.106,3,0.043,4,0.054,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
491,0.102,3,0.045,4,0.051,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
492,0.109,3,0.051,4,0.053,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
493,0.117,3,0.050,4,0.059,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
494,0.115,3,0.046,4,0.061,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
495,0.119,3,0.049,4,0.058,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
496,0.112,3,0.048,4,0.057,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
497,0.117,3,0.047,4,0.061,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
498,0.116,3,0.049,4,0.058,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
499,0.107,3,0.047,4,0.054,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
500,0.110,3,0.042,4,0.058,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
501,0.115,3,0.051,4,0.058,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
502,0.111,3,0.042,4,0.061,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
503,0.108,3,0.043,4,0.057,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
504,0.118,3,0.038,4,0.072,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
505,0.109,3,0.043,4,0.058,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
506,0.119,3,0.052,4,0.056,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
507,0.117,3,0.046,4,0.063,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
508,0.112,3,0.050,4,0.053,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
509,0.123,3,0.045,4,0.069,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
510,0.106,3,0.044,4,0.053,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
511,0.114,3,0.052,4,0.054,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
512,0.117,3,0.045,4,0.064,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
513,0.119,3,0.052,4,0.059,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
514,0.108,3,0.045,4,0.056,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
515,0.109,3,0.044,4,0.056,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
516,0.115,3,0.040,4,0.065,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
517,0.112,3,0.047,4,0.056,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
518,0.114,3,0.040,4,0.064,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
519,0.109,3,0.047,4,0.053,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
520,0.114,3,0.049,4,0.057,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
521,0.111,3,0.042,4,0.062,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
522,0.122,3,0.048,4,0.065,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
523,0.125,3,0.046,4,0.064,3,3,0.016,0.000,0.000,0.000,0.000,0.000,0.000
524,0.108,3,0.040,4,0.060,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
525,0.102,3,0.039,4,0.053,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
526,0.119,3,0.047,4,0.063,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
527,0.113,3,0.047,4,0.058,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
528,0.105,3,0.039,4,0.058,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
529,0.107,3,0.046,4,0.054,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
530,0.098,3,0.041,4,0.051,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
531,0.122,3,0.050,4,0.062,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
532,0.107,3,0.041,4,0.057,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
533,0.107,3,0.037,4,0.058,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
534,0.112,3,0.047,4,0.058,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
535,0.112,3,0.049,4,0.058,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
536,0.125,3,0.048,4,0.068,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
537,0.117,3,0.051,4,0.057,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
538,0.113,3,0.040,4,0.065,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
539,0.117,3,0.049,4,0.057,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
540,0.122,3,0.054,4,0.060,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
541,0.115,3,0.052,4,0.057,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
542,0.116,3,0.048,4,0.061,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
543,0.114,3,0.050,4,0.058,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
544,0.116,3,0.050,4,0.058,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
545,0.107,3,0.043,4,0.056,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
546,0.105,3,0.037,4,0.060,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
